x,kuiz1,kuiz2,delta,theta,alpha,beta,beta1,beta2,gamma
4.524,0.017106385925068447,0.12797498088527814,0.015222439146066505,0.034326450295686595,0.2623284681369907,0.5963087573719758,0.431546544697827,0.16476221267414892,0.08322423382795183
4.774,0.020674302321171456,0.14049509413840916,0.013851967096817127,0.04340213838096802,0.21730636407728787,0.6500441278148134,0.485611041623269,0.16443308619154437,0.06703530088710703
5.024,0.027141851426757672,0.2516609890797182,0.012379641801173803,0.04739158918767628,0.2083346529338417,0.6552121846881904,0.5057251521901154,0.1494870324980749,0.06744295760413453
5.274,0.028281172993375257,0.3719437213061831,0.010095068757783626,0.04230813670402092,0.23513209878189564,0.6330585688548676,0.49233738616580713,0.1407211826890605,0.07186351552810633
5.524,0.025063381559449448,0.3978965783146033,0.007023516190679799,0.035496123988760495,0.2449828614556745,0.6348506273555091,0.48671592071931563,0.14813470663619355,0.07164812707513364
5.774,0.02209221210316716,0.33562014921818223,0.005704351595792036,0.03629291156972481,0.21192019574920434,0.6660612986827367,0.4819502631497232,0.1841110355330134,0.07172919609595335
6.024,0.02071991700165171,0.24585142933419046,0.009888480040376697,0.05074587081541942,0.15238558163255855,0.6973692893760447,0.4412335972930193,0.25613569208302545,0.07704478785037994
6.274,0.017869913672044643,0.23587205880527187,0.014204977203117123,0.06637574845607044,0.15966931938285242,0.6618192486884664,0.3699869588099821,0.2918322898784842,0.08109873579989818
6.524,0.011912211190131425,0.36671653706023993,0.01280688352821937,0.06047642620098584,0.28714986858784736,0.5503791420929864,0.32082239900126674,0.2295567430917196,0.07533122805350657
6.774,0.009029414503142895,0.47301676608600557,0.011494373935868454,0.04785778572739549,0.3880345753456617,0.4765288979052395,0.2997084136695489,0.17682048423569047,0.06876572699203456
7.024,0.008497606858937233,0.47517588575219233,0.008974143971751138,0.040688538665635675,0.4098216419843021,0.4607963223518275,0.2836627787916378,0.17713354356018957,0.0696629199918272
7.274,0.00938855680029736,0.38230839424036583,0.00782341896451614,0.040523940374615375,0.35347620966462917,0.4955737429460835,0.28840287307139356,0.20717086987468988,0.08702552366418227
7.524,0.011336510374705283,0.2467362009943028,0.010058584436959683,0.047593954680158736,0.24164362310618948,0.5632662136359446,0.3503604241812615,0.21290578945468316,0.12554944819165678
7.774,0.013009138317260626,0.15433645654088027,0.009267539450643137,0.056814370196342064,0.15033431710378195,0.622107821718274,0.44192756643957287,0.180180255278701,0.1502981384921517
8.024,0.01373731035684639,0.10902413012591075,0.005790488794218591,0.068736357649183,0.11456123706255976,0.6545436999806921,0.4531513125054983,0.20139238747519347,0.14253992164003848
8.274,0.015394514451089795,0.12248737772792281,0.004801030031362265,0.081523380291704,0.1535520881265704,0.6295306111680715,0.37699347260414123,0.2525371385639303,0.11951574107688052
8.524,0.01774864974208325,0.19391941231364013,0.006724848647085755,0.08244113960446454,0.2739354601671403,0.5332806785737251,0.287080364651091,0.24620031392263406,0.09200308853489443
8.774,0.01708729195277464,0.26644079820212374,0.009816679711935884,0.06503674711639623,0.43657528723497435,0.40913727736156785,0.22867901144606972,0.18045826591549818,0.06944979793579095
9.024,0.012136308147794301,0.31952811887990473,0.01079873619344414,0.04507679945421394,0.5761472296331038,0.30562160833113566,0.19315890777602143,0.11246270055511427,0.056023629265116066
9.274,0.007573340165199891,0.40571527575480343,0.007025673646148844,0.03698412534117003,0.6394252694582446,0.2588038194174004,0.181441752025684,0.07736206739171633,0.0486088015343119
9.524,0.0073221402947556535,0.5241545335639416,0.005830461663615259,0.0354139961956127,0.6008574925823714,0.30162545289159093,0.22798655450640218,0.07363889838518885,0.046640611731982175
9.774,0.011867206103642457,0.5882782405605242,0.007945474610237816,0.033387148094365104,0.482215842088791,0.4118860249896933,0.3260493342273528,0.08583669076234055,0.05603123656817676
10.024,0.01806318015073538,0.49390841232965715,0.010219226672558418,0.030244412691060336,0.35812999068612805,0.5079036964585859,0.4055636276566727,0.1023400688019132,0.08191910370218233
10.274,0.020344353892133158,0.27448691564022604,0.01079828474542173,0.03290920812168105,0.32450531982934033,0.5044857798216784,0.3803400971919732,0.12414568262970509,0.11403509263657609
10.524,0.014673678207576707,0.131365960745787,0.007664626029633978,0.06229448130242667,0.367036228129113,0.43154678586498857,0.2809047562702375,0.15064202959475093,0.11899468767768138
10.774,0.009192133038551474,0.15896478440108505,0.009529111902164928,0.11267242204017787,0.36928879575980245,0.40111299415848223,0.2420251786305835,0.15908781552789864,0.09148870138229304
11.024,0.009211767472531187,0.22122930696308,0.015416962378485138,0.1483112764854599,0.3110617603740558,0.4431672109021053,0.28742654278485275,0.15574066811725262,0.06653216339887055
11.274,0.010565955954955202,0.24061240052171956,0.021545353114077685,0.15122537480559128,0.2541329366494661,0.5067102450974293,0.34842569098532944,0.1582845541120999,0.05834021382629507
11.524,0.009404400851461025,0.23600559642917002,0.018735197567651057,0.12231953732720362,0.23699833359469188,0.5495338857107978,0.3866377636099236,0.16289612210087417,0.06407890619970287
11.774,0.008717584169322673,0.2863969194148858,0.011552871406251646,0.08171417523558365,0.24413301070090687,0.5673464112979403,0.4068347355915784,0.16051167570636196,0.08407849893184317
12.024,0.005971661860395231,0.3731597145257289,0.005670616756728979,0.05234364510923489,0.24377855871856816,0.5891252124822691,0.4355878764409519,0.15353733604131695,0.10030631099170803
12.274,0.0039541152209362496,0.4168437346448096,0.0029141351987247385,0.037907561990136264,0.27690907951047194,0.5831419072938995,0.44009492957260227,0.14304697772129715,0.09091111188377837
12.524,0.004365136838411335,0.4378037853672321,0.004793455562997219,0.03047370176341609,0.37618768018767484,0.5172135635174278,0.3838704670000406,0.1333430965173871,0.06547127388577167
12.774,0.008028540526070492,0.4678805288086042,0.008586587584922896,0.02881238552197694,0.4731588234879244,0.4376867959199563,0.30671873825332174,0.13096805766663458,0.04711491794385227
13.024,0.015896257387775895,0.4654500381377088,0.01473049246873019,0.04470233614172478,0.5192123197345047,0.36719463349481263,0.23237658009005863,0.13481805340475406,0.0492116908867343
13.274,0.0306283463570882,0.36569930298401293,0.018774421860965906,0.08510299629484361,0.4874853012995001,0.3236433539371071,0.17048513650403851,0.1531582174330686,0.07503041046833331
13.524,0.04154456307565492,0.2406794193109109,0.01325429633496322,0.11934454849870325,0.39956442966858385,0.3485791377338813,0.1422871015605612,0.20629203617332012,0.10285935776147612
13.774,0.03775117471346706,0.2517132893588875,0.006438543477213926,0.11553109996472322,0.32196097910026455,0.4398456819700174,0.1880062363337906,0.2518394456362269,0.10367538062052713
14.024,0.029161851872318845,0.32180434653482043,0.002955123471940907,0.0904995148459229,0.28396561086914496,0.5274602742473653,0.29186405500533336,0.235596219242032,0.08671914400143031
14.274,0.0234319195018028,0.33735304047909853,0.0035063477373404135,0.06398318405448575,0.2697430692340758,0.5800156808411785,0.4013837811931602,0.17863189964801823,0.07282227832036688
14.524,0.019638627761188538,0.31249287020753097,0.006718820652187567,0.041239962939659945,0.2608320157589818,0.6089271669729913,0.47069058903135824,0.13823657794163308,0.07182905649900657
14.774,0.0146695545696145,0.32963882364136743,0.008992276022027939,0.024514930126679914,0.2734367470841264,0.6134618595697781,0.49621632511128466,0.11724553445849337,0.07072255159562117
15.024,0.017837878801131916,0.3505052807514603,0.013712383053956556,0.0289467413138131,0.2997656538809697,0.5839695558137936,0.48215755111776165,0.10181200469603204,0.06599357332793483
15.274,0.03546359172220417,0.30509018023561413,0.02445992383208931,0.07226324832934847,0.3209127679237156,0.5076144346759268,0.4099682148190231,0.0976462198569036,0.06776407662924613
15.524,0.05706496745387574,0.204641829395208,0.03517816221943765,0.14457614338631325,0.3361090061823533,0.4007635407829877,0.2910693570596447,0.1096941837233429,0.07552175703679585
15.774,0.056229130215130346,0.14066109402281451,0.031409683876169665,0.18089243565829577,0.3699741581856434,0.3343768201005253,0.20402711816956903,0.1303497019309562,0.07363385420368707
16.024,0.028586671781701996,0.21462204020217732,0.015517172243732363,0.12864792651759638,0.4270419367834968,0.36030137023863834,0.2303758399406722,0.12992553029796622,0.05861569967326038
16.274,0.011267280541878205,0.3417616644041255,0.007082438135473618,0.07392727168710814,0.4557215183549388,0.39560394793623765,0.28941756707902644,0.10618638085721119,0.055871533515909996
16.524,0.008545228452186008,0.3972406106105443,0.007493529629564877,0.06273410019078629,0.48505230446461683,0.3666781176492213,0.2864999926326892,0.08017812501653201,0.06771877312358615
16.774,0.006161824922485312,0.3367676449373204,0.006840675623637895,0.0640731053530168,0.5457940512562286,0.2976618842304519,0.22146364731610976,0.07619823691434224,0.07733984360133689
17.024,0.004605611221555471,0.24995937330161605,0.0050233273352644995,0.06057934065599262,0.5739520755908643,0.2736588623666215,0.17440735105829222,0.09925151130832933,0.07976337649499181
17.274,0.005232311265635954,0.19404086979219062,0.005888820337241325,0.05064346546653618,0.5107996807843315,0.34711369446218465,0.19900934567505485,0.14810434878712986,0.08003080834079206
17.524,0.006685575633995294,0.17045499949255488,0.00551481416816846,0.04999031903035099,0.34971983536846607,0.502832698722925,0.2915772964666992,0.21125540225622577,0.08000614207504943
17.774,0.01024271236834452,0.1455562210183982,0.00699564233134585,0.08354702635988383,0.23096879165534737,0.5815325153802782,0.3503318333108386,0.23120068206943953,0.08065198257694153
18.024,0.021791142048786377,0.10565056298632748,0.01564792605141094,0.15406659215680424,0.2325424089369106,0.5026360667400813,0.3164266109456285,0.18620945579445275,0.08442923860486463
18.274,0.03784643572996299,0.08140321492682895,0.02716920961770564,0.22221695987354964,0.27962249889544516,0.37410682587891336,0.24142201221237303,0.13268481366654034,0.08753720541562587
18.524,0.04301183955037,0.10017611428854759,0.03291274221306452,0.2195442818051904,0.3334629535940978,0.3163010152694623,0.19555600162131984,0.12074501364814239,0.08682607799787356
18.774,0.033806039952542374,0.16247378898519102,0.026506160662728883,0.1563557089459579,0.3737429180275953,0.349386660699402,0.21747350346483138,0.1319131572345706,0.08353131701407313
19.024,0.0215434253741766,0.2219114281496705,0.014510060427213995,0.0915962467977214,0.4384171345236112,0.37013252411482295,0.24775447944449122,0.12237804467033173,0.07506436218237406
19.274,0.012074797535657952,0.22010277425600847,0.006962482816176439,0.059843207271434815,0.5114903425733374,0.34580589159963004,0.2267427743842341,0.11906311721539595,0.06437656216522164
19.524,0.007598625931622842,0.17832383722450212,0.0048799907042089505,0.04771569432450388,0.5372217561692649,0.3388383217923446,0.18562793338193007,0.15321038841041454,0.06120263118423184
19.774,0.008847390679393661,0.1324325259133952,0.0061819099553022516,0.07091582393676195,0.49470674180686575,0.3459667240297639,0.1460154053199232,0.19995131870984056,0.07562436245324243
20.024,0.015135305604614945,0.10255083828231434,0.005745305517440583,0.1493720377894846,0.43010767273712935,0.306547562606974,0.10739260892643937,0.19915495368053468,0.10110972093786841
20.274,0.020850989364497818,0.09877844497328925,0.004599907849197642,0.256373348264912,0.3926049672037344,0.23126208372682713,0.08973932255780373,0.14152276116902338,0.1074467630444921
20.524,0.021422746132810516,0.11509367513837745,0.003871382413332744,0.3175267685667224,0.3389077061045462,0.23504714074761826,0.1337142009245954,0.10133293982302284,0.09639541780988875
20.774,0.01928421874624463,0.13819680343008608,0.00437499359201917,0.2905419189560936,0.29335700118680963,0.3116244718421716,0.21527124947919224,0.09635322236297943,0.09084735288003194
21.024,0.02200120044845195,0.16156492126637473,0.0054289418935827,0.20268573436806878,0.3178365753691936,0.373436725724912,0.27585269270627827,0.09758403301863383,0.09192597417672912
21.274,0.033812244534980475,0.16727789495030307,0.007585010460492245,0.14410592798858976,0.37514600747439536,0.37579112670896636,0.28299558450999246,0.09279554219897393,0.09067502324196838
21.524,0.04914892803749178,0.14975352359025604,0.011413826418535871,0.12947909511007533,0.41018439303333043,0.35086493754735126,0.260588724763789,0.09027621278356222,0.09127864945866113
21.774,0.057643448822646895,0.12112381702130667,0.01497972466188759,0.12239782671318802,0.4156988763577773,0.33675768466317574,0.23631808880399163,0.10043959585918415,0.10109653211332656
22.024,0.04297567138294901,0.1473829431134392,0.015682499215581604,0.14778383579546342,0.40386647374958273,0.31761333592100877,0.20005178641449328,0.11756154950651544,0.10484923058903
22.274,0.016452225231212068,0.19298575285551725,0.009885376991386067,0.21169389346456352,0.45017180465966555,0.2504684437326913,0.15519091783436548,0.09527752589832583,0.06711057870630392
22.524,0.007975720700831716,0.17453914192278913,0.0074216665323690095,0.22093795389702783,0.5170187693797911,0.207898831515673,0.1470181041625483,0.0608807273531247,0.039754841619927477
22.774,0.006891821261105074,0.1495438357505274,0.006630238238293396,0.1981328318860375,0.5575537717546196,0.19462616531913918,0.1513999022963972,0.04322626302274197,0.038600633783997536
23.024,0.007174081312357495,0.15192088744706478,0.006751508381203563,0.17209572570841236,0.5664488568241116,0.19296934432246282,0.15406480365333464,0.03890454066912817,0.05656511943965947
23.274,0.007351347392383794,0.1885295521699667,0.008243700681023288,0.17404631256385453,0.5179576641158711,0.20735168962390338,0.15876336973644628,0.04858831988745705,0.08390478785756594
23.524,0.00839717108070205,0.19821228533086346,0.009981823886972527,0.25872582172071645,0.40963566708617954,0.24048788059055862,0.16741189626740027,0.07307598432315836,0.07080753366520429
23.774,0.010245808359726013,0.15409742843859106,0.010852003831108225,0.3117050039783994,0.3809770027722493,0.24892337404370618,0.15636545474257604,0.09255791930113007,0.03922632083429452
24.024,0.012545458144013257,0.128516706148011,0.011124255710644017,0.31334898703385705,0.3952156074202327,0.24157828796150732,0.1389579928810799,0.10262029508042744,0.03344828631140853
24.274,0.014154179660795355,0.13116425755030206,0.010453684687153865,0.3121373026233479,0.3795187596821987,0.24837463784282107,0.14155495001455598,0.1068196878282652,0.04470019631932597
24.524,0.015094527502120751,0.14107261890859507,0.00790095488515029,0.3540023541607007,0.30954120517699946,0.2596358096950401,0.1544156127010327,0.10522019699400742,0.06033735584122219
24.774,0.017698408158231118,0.14276032887680457,0.00910449451893324,0.4138851236537816,0.25330346001428916,0.24916214661664446,0.14394199318895756,0.10522015342768687,0.0652757710352889
25.024,0.02460465318823941,0.17594240909548645,0.019152644228046484,0.3526131990038976,0.33281695439825415,0.22861204555139644,0.11569334835435453,0.11291869719704187,0.0596581513533397
25.274,0.03596193008207626,0.25748782545792437,0.03062173508307905,0.18738266039001103,0.5075482604320175,0.21484169331087213,0.10020096793193325,0.11464072537893892,0.051308949106296305
25.524,0.04605878342461883,0.2921878872835283,0.0330163348394313,0.08941984996550659,0.6045026243073796,0.21869602467726876,0.10839591954348769,0.11030010513378104,0.04670096731209647
25.774,0.04861600161602096,0.21655522733181076,0.02628720103589768,0.11214990270245996,0.552097172212078,0.25269193821949815,0.13632020369029516,0.11637173452920296,0.049685105287030025
26.024,0.03241366846026498,0.08735825224455987,0.013124124114046794,0.20428378918070292,0.4352796122545653,0.2822040870092115,0.15850700150575694,0.12369708550345454,0.05395041046391831
26.274,0.01271404069306147,0.024817258429968587,0.006064944691339815,0.33696269688291164,0.36742863731850045,0.23133520209341898,0.1332705390446052,0.09806466304881381,0.04792923639978773
26.524,0.008381129390306255,0.0231637281773479,0.005023195956606462,0.4580972295334846,0.3370391824383454,0.15526760433753994,0.09412138498175983,0.0611462193557801,0.03860630047866944
26.774,0.009046813235221347,0.029837419706179497,0.006720537537507093,0.5177651699805781,0.3199162309912594,0.11715374524731403,0.07018233761104577,0.04697140763626828,0.034511220111149085
27.024,0.0109758262395972,0.034051273680668605,0.01055559192124781,0.582541405512271,0.2837569489608787,0.0878594725495503,0.04614359968556449,0.04171587286398583,0.029129295161599116
27.274,0.017170360548701975,0.03250827455089487,0.01412708691642853,0.6645711611277405,0.23024707203422934,0.06084945322136249,0.02976478904852399,0.03108466417283848,0.02176279978150171
27.524,0.02396132418946284,0.033849084356391446,0.017945534342476768,0.7041284703067375,0.20060451001770208,0.053397410822707644,0.031706042618096064,0.021691368204611577,0.01843989609539784
27.774,0.02951099506371635,0.04322231622421629,0.020055345138495367,0.689883872592174,0.19702997064903247,0.06752246381727177,0.04823600488946373,0.019286458927808045,0.022228488141911237
28.024,0.033194052895270505,0.059039060381191936,0.021424388972034754,0.6376020388534248,0.19200136060741865,0.1063293082239653,0.07390429253555508,0.03242501568841022,0.03656848319099129
28.274,0.034549663125156574,0.06246576297394182,0.02487176092527188,0.6214609142383319,0.13487021412854358,0.15267739604513444,0.08939938001695814,0.0632780160281763,0.05753327394874976
28.524,0.0471720707132286,0.05266119152150586,0.025122938623272237,0.6561333989093174,0.06934137243502601,0.1758216097005993,0.09088941514447782,0.08493219455612147,0.06563221962007275
28.774,0.05913627794745317,0.058500321832186744,0.022237234773458348,0.684539628988449,0.04548095190719704,0.1825734988550901,0.1008990401926598,0.08167445866243037,0.054501064291813686
29.024,0.04252484505740766,0.05484331793119296,0.010753327209376499,0.7710486329735593,0.029398881997855876,0.1435531369382265,0.08299820354598444,0.06055493339224203,0.03358719647554046
29.274,0.029323954391214588,0.03814262159091509,0.004325050026152358,0.8347834608601156,0.028947883391302637,0.10074156712797301,0.054198049181552736,0.04654351794642028,0.02405552592806572
29.524,0.028697667910032018,0.023812123166137303,0.0032120469091951394,0.8567483730312333,0.03483184757765416,0.07922413320547568,0.03995673630296826,0.03926739690250744,0.022693058365970527
29.774,0.022863058494182117,0.02279168591440247,0.0031824572370334234,0.8683324948387046,0.039592688021501496,0.06462084858850288,0.0350567218244231,0.029564126764079785,0.019622525950390723
30.024,0.012999938818867835,0.03468431508035653,0.0028066359959879796,0.8880908582926049,0.0407937858414592,0.04975429070357053,0.030195897844364154,0.019558392859206374,0.013682434083440534
30.274,0.008085243596943662,0.04532203900187159,0.0034138220801910083,0.8992986605490263,0.04536820392753894,0.03973394187222933,0.025329800488284655,0.014404141383944675,0.00969901442622832
30.524,0.0064951905350149755,0.05401277336161258,0.005525072511788006,0.8929106670265288,0.05878057506098302,0.03349252249595571,0.02116193802196106,0.012330584473994662,0.008218656750921411
30.774,0.21699753441593758,0.040522738492211184,0.24284551343458738,0.6015005509207432,0.06206676928458494,0.018638257001836623,0.011895253430062876,0.006743003571773753,0.004756051562100287
31.024,0.3823112322036665,0.00952516540848601,0.5836048590120504,0.1802108935850342,0.03266007011164737,0.006508321858196976,0.00518741061600245,0.0013209112421945276,0.0008621486279938414
31.274,0.5168772508650914,0.009644897231039399,0.6689073458363186,0.1316326840980153,0.02730744900790548,0.009804217732995479,0.00873328702015044,0.0010709307128450429,0.00027696721310141675
31.524,0.6472727747956027,0.016840319673516464,0.7349883039338733,0.13519562751390474,0.026594615341708677,0.015001306598886835,0.013604651027982575,0.0013966555709042613,0.00014816368912737957
31.774,0.7548492669571999,0.024113171590660495,0.7897462042775144,0.14173432759238658,0.02741910874573781,0.01877223342913202,0.017136328805765984,0.001635904623366035,0.00011070648703367922
32.024,0.8066117522400434,0.027606311698897833,0.8059832034552171,0.1438068810041505,0.02788198376976491,0.02009676012033726,0.018511399950198168,0.0015853601701390969,9.253175613880773e-05
32.274,0.8120204541529618,0.027288595265445307,0.810066091400671,0.14306283344828932,0.026987713048287718,0.01977081071685501,0.018450297740322377,0.0013205129765326321,7.639362658046092e-05
32.524,0.8133714614251558,0.02493509999488588,0.8098386931830287,0.14567725072007298,0.024624426744838092,0.01958163717465351,0.018474062699827872,0.0011075744748256287,6.159810257882194e-05
32.774,0.8111068072760661,0.022319878301696225,0.8021454200171672,0.15566833840363023,0.022237553245122055,0.019782240536004452,0.018730537661683554,0.0010517028743209068,5.259532108006353e-05
33.024,0.8071169201317444,0.019767701901820246,0.7860527558368089,0.17272898040643514,0.02208756478014452,0.01901180226056941,0.017959461585535793,0.001052340675033623,5.321314419851394e-05
33.274,0.8033461399061161,0.01860634082158917,0.7654710180766494,0.19239760420303734,0.024703468240849603,0.017357041349100783,0.016285208289295406,0.0010718330598053784,5.973407792475007e-05
33.524,0.8016500550609442,0.019480355820965915,0.7623990644602303,0.19307805608041803,0.026343038936026304,0.01769248173781182,0.01655218937136498,0.0011402923664468408,6.543454545559669e-05
33.774,0.8017333144227681,0.02013080496507371,0.7718564791116094,0.1826384523336524,0.024345790843098004,0.020438481047622338,0.019193138138118047,0.0012453429095042863,7.051888203530313e-05
34.024,0.8051643967458418,0.019670163771543132,0.7742590502854027,0.18174934670796378,0.02225808048093741,0.02126963209220966,0.019963633846206075,0.001305998246003587,7.538839515286603e-05
34.274,0.8089416387054068,0.01926848737137582,0.7613383184162517,0.19705537747569352,0.023109457384661306,0.018072702768655243,0.016838636490867368,0.0012340662777878745,7.647061728084061e-05
34.524,0.8117592395766163,0.01892269153220122,0.7468720024240433,0.21457394525952442,0.024793674204101154,0.013646273914678628,0.012621861981340196,0.0010244119333384337,7.36109177507177e-05
34.774,0.8116687144796219,0.017844577632913212,0.7439427743894615,0.2197779010598,0.02409905967822934,0.012047184207725155,0.011214971817879203,0.0008322123898459502,7.184885770627924e-05
35.024,0.8085370593447565,0.0175596399960209,0.74729322462082,0.2173652198656503,0.022492754797586195,0.012684495558663786,0.011871425367602623,0.0008130701910611666,7.243744574744316e-05
35.274,0.7973060452087478,0.019544114964179907,0.7411782091906369,0.22334082823009946,0.022138405084970936,0.0132608410538849,0.012360555775947787,0.0009002852779371171,7.404373414972088e-05
35.524,0.7683117429637145,0.021244777406940904,0.7214652968668558,0.2431336316198945,0.021152062045353602,0.014031617032510274,0.013057843632291911,0.0009737734002183642,7.914921765696119e-05
35.774,0.7082154043987126,0.019801782419198954,0.7025439436048249,0.26380145450441206,0.017789028120884863,0.015502511238183867,0.014586270401422668,0.000916240836761197,8.522598702598763e-05
36.024,0.6333670042382071,0.016704431128129974,0.7037476804528287,0.2652388800929064,0.014824747681108441,0.015994189157074398,0.015264238796905059,0.000729950360169335,8.412396556792711e-05
36.274,0.579814526506719,0.015418339518435116,0.7088838317799698,0.2615035569241021,0.013808222478087485,0.015519028315497764,0.014927820533859697,0.0005912077816380668,7.466806124272667e-05
36.524,0.5837301206844598,0.016681049228624012,0.7039178447930795,0.26673183189100197,0.013424290766861049,0.01564807303457442,0.015008308838191842,0.0006397641963825812,6.838281132989194e-05
36.774,0.6208899670483428,0.017874760579991194,0.7051620606747626,0.2637975170311634,0.012769765002621353,0.01583513567500174,0.015139140502631272,0.0006959951723704686,7.031178163774061e-05
37.024,0.6424562400862658,0.017618986997049002,0.7248041712295049,0.24268700117108277,0.012533207952602548,0.014801074409762171,0.014138514541887859,0.0006625598678743106,7.978468890099706e-05
37.274,0.634399253623518,0.015907835119401723,0.7497116024269133,0.21214617816852088,0.012484535225460301,0.012923262389728732,0.012318474364723024,0.0006047880250057081,0.0001133175666561976
37.524,0.6043863620747247,0.013271403660903212,0.7673473254805241,0.17593129761063034,0.0120516729873175,0.010883121188993422,0.010187096143216504,0.0006960250457769185,0.0002717137855464575
37.774,0.5638522682308158,0.008609808915718367,0.7764757167282949,0.141081139744282,0.01045389981502734,0.009758536370438805,0.007908825985506915,0.0018497103849318913,0.0016111661750922272
38.024,0.6299597454793964,0.006120796734481393,0.7888159957211218,0.11265423835964143,0.013890447690106637,0.03963423844442037,0.01867797102509571,0.020956267419324683,0.024802600457205403
38.274,0.6469776342150505,0.010645304848390942,0.6660933711125983,0.1613923845610153,0.027896231276768175,0.06993165838751166,0.027275364506172566,0.042656293881339076,0.05107961830158866
38.524,0.6005865231301157,0.015092526715142518,0.6546094706452046,0.16313226102167036,0.03195130518684532,0.07722898750650244,0.02653978900182564,0.0506891985046768,0.04846151521018587
38.774,0.565998781339547,0.025995224364758367,0.5818248038100957,0.16178948301522833,0.04351063418652011,0.08773008960751424,0.029735451584830437,0.05799463802268382,0.04742219051885535
39.024,0.5095927552085757,0.039048354556691825,0.4557649378256577,0.20029787848026262,0.06512240179741788,0.10422995104910268,0.040786314812541025,0.06344363623656164,0.053291360460949976
39.274,0.46915793963870867,0.041301868015093696,0.37818577861141195,0.27795003426161213,0.07328232363575485,0.12363635605697405,0.060589941763893686,0.06304641429308037,0.05362856491400222
39.524,0.4435427861054341,0.03185558287446327,0.34349671386227765,0.31227419086472724,0.06491972983672911,0.1251035598913195,0.06963603647736588,0.05546752341395363,0.043218802403412575
39.774,0.43035385745387095,0.028325860986518268,0.35538265466660957,0.30514196920889153,0.07009151360387109,0.11327733287942678,0.06298950806717263,0.05028782481225414,0.03653515043285489
40.024,0.4569282747686839,0.03377702999897499,0.3971279664695881,0.32637620782891064,0.08797378712849849,0.0954682730153721,0.04882912400988559,0.046639149005486505,0.037681707876273715
40.274,0.48998889075507895,0.04068330898943642,0.3724432570374913,0.3917689737250575,0.09296232416154733,0.08208309487756911,0.04077190072482327,0.04131119415274586,0.0428741067187946
40.524,0.47562622299946816,0.04802635331693795,0.32977141798455184,0.4257754017477548,0.09003853103270161,0.08192214767019448,0.044531330426690593,0.0373908172435039,0.05225976941582568
40.774,0.4374922489351155,0.06490854011919987,0.33707896320109115,0.3945467657102708,0.0980756634868374,0.08119921470990364,0.04694343416314029,0.03425578054676334,0.06090078401779988
41.024,0.4139161586821289,0.07978766446128802,0.36202638891956607,0.37271873396613664,0.10266136282639193,0.07498870812034789,0.04046212299359029,0.03452658512675759,0.05511583993260871
41.274,0.4603474048858479,0.07233735062043074,0.42780799504749467,0.36531674025125477,0.09142643977610918,0.06787130131685301,0.03338343946900693,0.03448786184784608,0.039502786607208774
41.524,0.49131867491645015,0.0639631919604579,0.4881765426726746,0.3249402106904824,0.07853607905842205,0.06824002189436305,0.036794934844105114,0.03144508705025794,0.03079198841569743
