x,kuiz1,kuiz2,delta,theta,alpha,beta,beta1,beta2,gamma
16.774,0.8640587205218117,0.018110605513778525,0.39241399599519033,0.485533086616639,0.10914304089501367,0.012833555243365456,0.011673427297880498,0.0011601279454849598,7.448387340471244e-05
17.024,0.8626007028247084,0.017562871752674986,0.4130066930962266,0.46687313238853356,0.1076493563260422,0.012391939836397508,0.011144111807970349,0.0012478280284271576,6.953071521846869e-05
17.274,0.8621624529035152,0.016708830642728646,0.4287699125733764,0.45430479285222697,0.10499042333460816,0.011860555083408782,0.010480942988582976,0.0013796120948258042,6.772537586099656e-05
17.524,0.8645443874465792,0.01565421616411581,0.43743047915062877,0.44854120157920646,0.10229365567730257,0.011652676750088846,0.010199805720982063,0.001452871029106782,6.451207655175478e-05
17.774,0.8653241157094856,0.014738979735513616,0.45353469696462595,0.4365542811403092,0.09821635582666881,0.011587189043985877,0.010144414980484589,0.0014427740635012888,6.63249857607777e-05
18.024,0.8623393758818377,0.014159657936176956,0.486556407454057,0.4098297098031232,0.09188648300274163,0.011635621710989955,0.010200330722508179,0.0014352909884817766,7.626571742474071e-05
18.274,0.8603427148459739,0.013604771542978733,0.5266371360227662,0.37732616216250936,0.08406312938424687,0.011864626725267653,0.010405492172476665,0.0014591345527909855,8.734225550298063e-05
18.524,0.8584452668582463,0.012612932885693378,0.561016435412284,0.35083827083552255,0.07588900663882152,0.012120160473594573,0.010637255816204306,0.0014829046573902687,9.473415770735235e-05
18.774,0.8553819406924716,0.011368472572118316,0.5883643653463113,0.33123857865658934,0.06801304586164596,0.012273672105529576,0.010779425545772455,0.0014942465597571199,9.790711186634928e-05
19.024,0.8521190963051742,0.010485256393957997,0.614534467482897,0.31382229362907166,0.05923079973175795,0.012308390190808741,0.010881627658589943,0.0014267625322187964,9.900307837378034e-05
19.274,0.8474447378003558,0.010144380072174854,0.6452347971211145,0.2940505026135018,0.04834595284924221,0.012236417473258383,0.011037824137092464,0.0011985933361659215,0.00010482289741520178
19.524,0.8421333393141184,0.009869538186556082,0.6766956834739043,0.27312473688556305,0.03800155632382266,0.012038646864243222,0.011140813792825065,0.0008978330714181551,0.00011414869328347954
19.774,0.8393970024944012,0.00942466242248559,0.6956994551482945,0.2603036252484605,0.03212183228667909,0.01174795360626418,0.011037896171997956,0.0007100574342662265,0.00011895525152514337
20.024,0.8383449141557945,0.009067785298281198,0.7058539228645586,0.2532235105821486,0.029208698160242443,0.011575337138033015,0.010930062236645298,0.0006452749013877125,0.0001192712352868484
20.274,0.836008453571434,0.008808656586848013,0.7210813734658069,0.24187799758315193,0.02507808297885792,0.011822421268290624,0.011238724883967911,0.0005836963843227138,0.00012320493860636903
20.524,0.8347532767083108,0.008411330915816204,0.7335800415657078,0.23280797929742614,0.021268058959319592,0.012217393373531673,0.011678929626968601,0.0005384637465630698,0.00012402313249890485
20.774,0.8373252873749959,0.007959735043376801,0.735942747896743,0.2322065294696085,0.019503201919009845,0.012199932464868628,0.011656063511166038,0.0005438689537025922,0.0001178110384310212
21.024,0.8391893398079634,0.00786644382233226,0.7433516721771413,0.22761757165854016,0.01701694925577264,0.011848490659204344,0.011335190029484736,0.00051330062971961,0.00011821698574425195
21.274,0.8361872834125487,0.00824628469046764,0.7603796650282147,0.2146530664789621,0.013221926311344855,0.01159843656831203,0.011175509825656894,0.00042292674265513396,0.0001330365630087479
21.524,0.8304410255487278,0.008755725361992475,0.7728378234800407,0.20497160861193447,0.01052298281198869,0.011501291077887726,0.011150333257719794,0.0003509578201679326,0.0001453436046767778
21.774,0.8255090677454653,0.009152499071376462,0.7785960254658998,0.20059581809963709,0.009120932073734222,0.011534892591121181,0.011177366420068299,0.00035752617105288387,0.00013267889082407548
22.024,0.8218496121741942,0.0094582305239722,0.785788919641769,0.1945151636287826,0.007722427314251623,0.011871795692517104,0.011456563717397658,0.00041523197511944337,0.00010012467170372703
22.274,0.8188488312206258,0.009517644562773086,0.7903017463854937,0.19059079877398785,0.006703588224458382,0.012320570168229517,0.011846346873864077,0.00047422329436543753,7.7948700540297e-05
22.524,0.8173406784958223,0.009235529394733556,0.7901128260552497,0.19092915435508168,0.006513562855604717,0.012358760286149784,0.011836638785336624,0.0005221215008131635,7.39323806918111e-05
22.774,0.8165446054797025,0.009084856603227182,0.7924093855239088,0.18891164572220193,0.006565265862888441,0.012033337855659711,0.01148397975603342,0.0005493580996262925,6.967387195434253e-05
23.024,0.8149993268419823,0.009362790219160606,0.7966002002184562,0.18513907854113276,0.006336777680041567,0.011856735735165906,0.011312271527746809,0.0005444642074190976,6.357369642126534e-05
23.274,0.8124585931325913,0.009526794826605433,0.7978790671718625,0.18411618991682305,0.006011626351535212,0.011916020714809081,0.011388539861540955,0.0005274808532681268,6.96803280114151e-05
23.524,0.8081627745181735,0.009143359839615502,0.797971084252195,0.18387370723165147,0.006103109942661468,0.011953028610519138,0.011393181104955694,0.000559847505563443,8.477056468571266e-05
23.774,0.8034692485592315,0.00848675459000884,0.7985077766989684,0.18305971732846907,0.006417033973813036,0.011921675557177935,0.011284392993037023,0.0006372825641409102,9.138498363713502e-05
24.024,0.8011938554981074,0.008037964613327661,0.7986272804571447,0.18289984489495223,0.0064428600069310815,0.0118988995748442,0.011213420707592958,0.0006854788672512417,9.04724905189924e-05
24.274,0.803150802191901,0.007864832494152598,0.7995896750012059,0.1821442826918339,0.00632983489763409,0.011808226959333092,0.011129008015390077,0.0006792189439430136,9.02332972622772e-05
24.524,0.8047515450687891,0.007535005938254602,0.799971722538826,0.18178177418923824,0.006615021873440062,0.01151930586656804,0.010858968898840969,0.0006603369677270716,9.059967581080283e-05
24.774,0.801116112815457,0.006907994440700643,0.7973747818126921,0.18390772366223443,0.0075031532999969355,0.011104157065630121,0.010444709106405544,0.0006594479592245754,9.436619555411153e-05
25.024,0.7943361403229657,0.0063340059809210885,0.792787328512346,0.18830355408212135,0.008145937621694133,0.010654982183555354,0.009996489955093758,0.0006584922284615979,0.00010286222292512652
25.274,0.7903691878647707,0.00604289298651955,0.7898106936763443,0.191836714543242,0.007979778513027818,0.010256634541103076,0.009604736183761349,0.0006518983573417304,0.00010910529420187141
25.524,0.7901894455258549,0.005901558152024317,0.7898405574043406,0.1923680623078498,0.007668758283836634,0.01000965201855161,0.009346258583861828,0.000663393434689781,0.00010842360168987429
25.774,0.7888717444141097,0.005747589236136809,0.7887370365794201,0.19361202337956385,0.00757847294194203,0.009943553128204382,0.009233552218405085,0.0007100009097992964,0.00010456359472573605
26.024,0.7846380936776457,0.005514430406737991,0.7845753875245248,0.19752142703485936,0.007824936844207011,0.009958279707545465,0.009184722338532821,0.0007735573690126475,0.00010268914759332163
26.274,0.7803698381866008,0.005169137730503191,0.7803042011218879,0.20127899247068542,0.00845975511876517,0.009851596543888357,0.00901763963224814,0.0008339569116402198,0.00010020426038262517
26.524,0.7761899961725349,0.004756091493208401,0.7761544391630237,0.20460366332308313,0.009580954193531157,0.00954557004038437,0.008676100396714298,0.0008694696436700737,8.845777990679822e-05
26.774,0.769900745846289,0.004365363255775676,0.7685854728612463,0.21107750532099553,0.011167538255951142,0.00907744310726003,0.008239330039402174,0.0008381130678578576,6.832334721398157e-05
27.024,0.7640132936962669,0.004136854643144773,0.7611172045547778,0.2178930271816391,0.01230457021663474,0.00858510701361614,0.007820557344400276,0.0007645496692158611,5.6684057576585604e-05
27.274,0.7633687143132423,0.003994059378421153,0.761312373187977,0.2178367169866434,0.012452670904137242,0.008278187201243853,0.00755790739123205,0.0007202798100118006,6.164079687444699e-05
27.524,0.764629097403225,0.003809206753607234,0.7645281635849839,0.21497096073850971,0.01227108246395925,0.008132430907937778,0.007445338470977853,0.0006870924369599273,6.955470625544375e-05
27.774,0.7623164314483951,0.0034635013308258454,0.7616766936602513,0.21715207597550795,0.013226016880144773,0.007865104868679428,0.00726343388464892,0.0006016709840305023,6.848576795561095e-05
28.024,0.7578807021491591,0.0030075104926279845,0.7568929239447489,0.22088057300217726,0.014852922632313125,0.007285188796241315,0.006801712746045062,0.0004834760501962523,5.9395422552211296e-05
28.274,0.756823282881829,0.00266557498280771,0.7563319296077392,0.2211917739448943,0.01568376857539489,0.006689174213493502,0.006274464378992568,0.00041470983450093627,5.05955577416349e-05
28.524,0.7589751952634546,0.0026316686572418176,0.7583634586489447,0.219495742046423,0.015652024018420644,0.006430690971255517,0.006001378213896812,0.0004293127573587038,4.973083636390245e-05
28.774,0.7583557770180607,0.002812366295430667,0.7583488901781757,0.21917893018362017,0.01593637648261455,0.006475489454496216,0.005987035913381582,0.000488453541114633,5.42345837777482e-05
29.024,0.7520005412524629,0.002873220601730634,0.7523698107708915,0.22390791625584155,0.017099950848087797,0.006523973551641341,0.006005030706665776,0.0005189428449755652,6.0967351750144e-05
29.274,0.742714107146332,0.002615892213427856,0.7423631725699433,0.23236431795882317,0.018681732504087178,0.006507149699093628,0.006022980100456629,0.00048416959863699637,7.587838549907978e-05
29.524,0.7352144372141995,0.002202541705489533,0.7347203497129933,0.23843772079772202,0.02022753580845478,0.006424104242849426,0.006002725314586224,0.00042137892826320375,9.785588832662843e-05
29.774,0.7325809533441683,0.001851963961494719,0.7323594246706098,0.23993636536656407,0.02130986326903185,0.006232471042833102,0.005839032069165398,0.000393438973667704,0.00011241898142116223
30.024,0.7309268694948186,0.0016923624751760057,0.7308809395573308,0.24065991593599353,0.022188191233086834,0.0060873856904911,0.005670970882788072,0.00041641480770302825,0.00010971391218473484
30.274,0.7281639738304797,0.0017954383124028218,0.7271753875789821,0.2436063624390238,0.022900354759301203,0.006119787578430064,0.005665717331533115,0.000454070246896949,9.995716332250909e-05
30.524,0.728201867719713,0.0018766473353282655,0.7252726762913693,0.24531140024615428,0.023057974098929852,0.006193333865362569,0.005721059526682505,0.0004722743386800667,8.982292412956104e-05
30.774,0.7313460918480686,0.0018464606794861603,0.7282011289929126,0.24281455832107535,0.022613827844602342,0.006172411095157197,0.0056766174384884965,0.0004957936566686994,7.938826914569649e-05
31.024,0.7304364528431805,0.0019156990439238675,0.7281346929230915,0.24239509826874425,0.023267363584599268,0.0060744079801683904,0.005553001665093099,0.0005214063150752932,7.433898372495617e-05
31.274,0.7249470169900588,0.0022364632893938333,0.723303165816979,0.2457158630120602,0.024892751748057565,0.006011877590076872,0.0054646658884254734,0.0005472117016513971,7.376954240722741e-05
31.524,0.7188556631869804,0.0028894399879337523,0.717164930985486,0.25001093081773784,0.026596484292709006,0.006143025086524237,0.005541754183178163,0.0006012709033460706,7.215146115830536e-05
31.774,0.7109979467329702,0.0037694722025601833,0.709090698967802,0.2556318952154974,0.028815851659906234,0.006377431928418076,0.00566674718312781,0.0007106847452902676,6.809229346604285e-05
32.024,0.7024908659776521,0.0043370998906991825,0.7014876907119773,0.26080065640702144,0.031147364419494825,0.006485277014076055,0.0056385380402931475,0.0008467389737829097,6.377613747721232e-05
32.274,0.6990987943990872,0.004278250121101271,0.6990675328417704,0.261936563036523,0.032623994246541894,0.006254822991707544,0.005350031756673044,0.0009047912350344983,6.501069682989297e-05
32.524,0.6989887693774949,0.003898340271590633,0.6982341579571266,0.26225703640146014,0.03354416398463218,0.005844186950613752,0.005012466555538471,0.00083172039507528,7.001519247523241e-05
32.774,0.6964822800549573,0.003528133153676008,0.6947982257688508,0.2645058481547989,0.03494858820020021,0.005596133805778212,0.004878590029309669,0.0007175437764685445,7.36027626859487e-05
33.024,0.6928625380942455,0.0033687294172600212,0.6899308967924042,0.2679126944038352,0.03643375173815994,0.005627895032314756,0.005019798254186883,0.000608096778127873,7.140254108539951e-05
33.274,0.6911635940472448,0.003261843721746757,0.6865607722106126,0.27040682592619364,0.03724388389374118,0.005700691915662061,0.005175713886050423,0.0005249780296116382,6.927304529317543e-05
33.524,0.6917237688064763,0.0030198207474036944,0.6865607290121554,0.2704820191813308,0.0373620464664054,0.00550634686674522,0.005059164479592469,0.0004471823871527512,7.621044672169209e-05
33.774,0.6948762232404091,0.0026652085339639395,0.6886779251445084,0.26937993168145324,0.03668528140073012,0.0051089093121052505,0.004733921440993513,0.0003749878711117377,8.41955934924969e-05
34.024,0.6990621245289148,0.0023380793997009007,0.6915559153014361,0.2683923091113353,0.035097601000552196,0.004857391454868948,0.004523691196509305,0.0003337002583596437,8.519262540169813e-05
34.274,0.7011545079717093,0.0021383352251785987,0.6894726497790681,0.2731215544153197,0.03234783338884966,0.0049326964758829705,0.004609923377264629,0.00032277309861834135,7.710206717235059e-05
34.524,0.7018617394367008,0.001930514554085679,0.6802089834636592,0.2862225478003185,0.02828351537547018,0.005218174616830126,0.004882769631398394,0.0003354049854317317,6.262544679260148e-05
34.774,0.7037798102611668,0.001813046896261437,0.6682647145833202,0.3018565565310462,0.024266423593391224,0.005488296631597275,0.005136280066689692,0.00035201656490758173,4.6391289543024475e-05
35.024,0.7044684070311455,0.0018034749771431104,0.6636006433366175,0.30802899812555945,0.022653922727857663,0.005635601054837321,0.0052634778036927815,0.000372123251144539,3.4940890906925524e-05
35.274,0.7087489134081375,0.0016977311803962384,0.6664792201402349,0.3065889872572537,0.021262218005623102,0.005587763420498442,0.005142877674366196,0.00044488574613224774,3.335705626335208e-05
35.524,0.7196319277230018,0.0015409908219749225,0.6651883710739634,0.31159072520673764,0.017913822895445346,0.0052650404879182496,0.004722880753625548,0.0005421597342927011,3.9852620781863086e-05
35.774,0.7279737168297299,0.0014254757511581056,0.6606157244362209,0.3206645725551525,0.013730284850246032,0.004759994073466037,0.00419652429846874,0.0005634697749972978,4.760117838453618e-05
36.024,0.7389403376134395,0.0014673485445171127,0.6562573841943019,0.32759338222449713,0.011376592601966178,0.004408876459405432,0.003934106395911118,0.0004747700634943132,5.4971296734086514e-05
36.274,0.7535375294547294,0.0017314374875099783,0.6482761312484834,0.3363480324217854,0.010717457862424831,0.004367579683847219,0.004004132495814849,0.00036344718803237074,6.142051059574549e-05
36.524,0.7604560433358682,0.002073186638451292,0.628775990428721,0.35628173067707875,0.010183859071951391,0.00442352646059339,0.004112965145300482,0.00031056131529290826,6.383318617668672e-05
36.774,0.7564739305295491,0.0022496326231027206,0.6091394643254375,0.376972101957408,0.009095931761691866,0.0044335859492529795,0.004126103248506661,0.00030748270074632065,6.184717070629791e-05
37.024,0.752671425610589,0.00225814284334445,0.6061647294018744,0.3810523163624692,0.008193959212124593,0.004455696959316834,0.004121813612957699,0.000333883346359136,5.764166769685381e-05
37.274,0.7546891171238379,0.002216057973721697,0.6128420659319077,0.3746193693613798,0.007950811403392079,0.004478184185125016,0.004119431856035411,0.0003587523290896048,5.348027861306529e-05
37.524,0.759582872957332,0.002116502966433799,0.6149389973732518,0.3721917421189204,0.008234775284213122,0.004417961976459661,0.004050756195484053,0.00036720578097560814,5.3573291635312034e-05
37.774,0.7573868225577612,0.0019806392045332226,0.6142125044296385,0.37268804100303937,0.008659462617161162,0.004366365491418585,0.00400439757136117,0.00036196792005741495,5.861610839827068e-05
38.024,0.74769440296583,0.0019041111098843666,0.6130951024628029,0.373716708077567,0.008699268545224868,0.004408832810163494,0.004052170304138648,0.00035666250602484485,6.333689786242624e-05
38.274,0.6910204465665104,0.0017844444765160127,0.6193097929277943,0.3670142309798902,0.008468289632186368,0.004393185472473498,0.004031227127810053,0.0003619583446634451,6.266437219482212e-05
38.524,0.5869706172435901,0.0015582039391547433,0.6550539914628679,0.32803850432192566,0.008863832391588904,0.004233258507235026,0.0038518891931406205,0.0003813693140944069,5.536037686817135e-05
38.774,0.4952333705125493,0.0013699459671385244,0.6960528674868902,0.2842410988827272,0.012890849085469926,0.003989237225681413,0.003595202255798517,0.0003940349698828943,4.40060517403508e-05
39.024,0.485596157505175,0.001338884020433413,0.7034003244135242,0.27353495522828636,0.01776764042589091,0.0037797774718545374,0.0034003388592636695,0.0003794386125908681,3.868424770173298e-05
39.274,0.545231991588891,0.0013559296759452298,0.6597917106780437,0.31930550488515436,0.016671417728971176,0.0037339792509076446,0.0033359398297588077,0.00039803942114883904,4.332987397782795e-05
39.524,0.6089033373307764,0.0013239768361818028,0.6361113328248235,0.34549519393719236,0.013436108551714714,0.003991778386101343,0.0035313073842835802,0.0004604710018177627,5.12637562772768e-05
39.774,0.632648089936878,0.0011938112105889065,0.644980866750278,0.33338323028065164,0.011722667581320144,0.004324251942126786,0.0038199924345216837,0.0005042595076051016,5.663855953822886e-05
40.024,0.625292841023611,0.0010617764902543596,0.6715317363500938,0.298894674690008,0.011221036633407616,0.004419851101423336,0.003913574644872,0.0005062764565513346,6.314523079414357e-05
